AREACD,AREANM,Method,mapvar,Retail (47),Health (Q),Professional (M),Education (P),Finance (K),Food and Drink (56),Admin and support (N),Public admin (O),Information and communication (J),Construction (F),Manufacturing (C) ,Transport (H),Arts (R),"Other Services (S,T,U)","Wholesale (45,46,48)",Accommodation (55),Real estate (L)
E30000246,Northallerton,3.271926885,2.344987766,1.489147921,0.564145466,0.951284111,1.429427566,1.126886853,0.590278921,1.346544597,0.317499149,0.157975854,2.498187685,0.574726296,0.441505069,2.621036887,0.812116837,0.729531033,1.239795723,1.275335672
E30000247,Northampton,0.65536171,0.133986254,1.017055653,1.232778671,0.627960672,0.894200689,1.065352895,1.887943817,0.746724452,0.504436741,1.44246826,0.832674186,0.944454251,1.083329785,0.871097609,0.799650067,0.971452133,1.023438219,1.210107546
E30000248,Norwich,2.409308447,3.483981517,0.904257807,0.278866701,0.968463382,1.113363601,1.068986161,0.602440282,0.880049451,0.591734123,1.420934218,1.182499151,0.727350222,0.824961296,1.395252547,1.124085014,1.221463501,1.151862945,1.017978226
E30000249,Nottingham,0.637617292,0.740327834,1.062731104,3.22110987,0.830280181,0.920821325,1.107736208,0.736655948,0.867477306,0.912945358,0.573582097,0.910946025,0.89346031,0.933190087,1.151962589,1.295782378,1.004155723,1.169591059,0.907904946
E30000250,Oxford,0.933006898,1.088595767,0.815370817,0.688143948,1.218524604,1.181998943,0.919247419,0.656019597,0.956847141,1.27481779,0.288404216,0.85186603,1.334835453,0.631985242,0.632741409,1.949753904,0.96165554,0.700584424,1.117693339
E30000252,Penzance,4.868570539,1.503533029,0.511640314,0.389995531,1.050122626,1.085955197,1.286954567,0.858813452,3.296724643,0.310971381,0.399615392,0.972282149,0.772024456,0.482897922,0.244998618,0.782698642,0.761429955,1.749993108,0.879905597
E30000253,Plymouth,0.948877275,1.361328764,1.537135216,1.194538352,0.567767928,0.999370795,1.031872633,0.877519937,1.147727802,0.512785689,0.323633983,0.971060206,0.592178725,0.730529459,1.277450193,1.134796685,1.260075093,1.025255746,0.910466805
E30000254,Portsmouth,0.929964506,0.411777387,1.196945935,1.81925389,1.052049319,1.025413327,1.034855241,0.611787712,1.12474619,0.909768781,0.359683816,0.716666485,0.697382896,0.993813772,1.425724991,1.267715472,1.048147474,0.850340755,1.053941303
E30000255,Preston,0.494988204,0.470503358,1.259843695,0.350432984,1.955495191,1.833691769,1.128592698,0.937772736,0.68470036,0.572615434,0.45037845,0.761092398,0.625241436,0.955969433,1.501419002,0.847505382,1.189146959,0.766870593,0.845993234
E30000256,Reading,0.462792304,0.25393386,0.436516006,1.505469795,1.967501521,0.725493258,1.047795846,0.484059585,0.828272459,2.898476738,0.729748791,0.648322777,1.517459853,1.103769976,0.495805075,1.096141245,0.805939556,0.791938745,1.188322543
E30000257,Redruth and Truro,1.824472573,0.563620563,0.607088059,0.953045699,1.167325364,1.225237589,1.04608914,0.486697112,1.275603474,0.469078617,0.322326075,1.634341296,0.540353692,0.904350286,1.459132802,0.941574365,1.709715812,0.697045498,1.159242324
E30000258,Salisbury,5.539241,0.653268592,0.841770811,0.029956224,0.961419756,0.91050373,1.060093794,0.524377252,1.159715144,0.623395351,0.441488645,1.347351449,1.514404719,0.639259072,0.783530954,0.881903549,1.371332556,1.053064866,1.10542514
E30000259,Scarborough,3.450526368,null,1.593977528,0.288357278,0.196591519,0.732544208,0.968476003,0.473419769,1.789022864,0.205079847,0.199720517,1.314819581,0.341391359,0.838488672,0.854800222,0.937097491,1.610371075,1.266035003,0.971097775
E30000260,Scunthorpe,1.5529672,2.414024413,2.773979462,0.831295815,1.492610199,1.500870246,0.99934062,1.181120257,0.717823502,0.178163323,0.142222292,0.555737428,0.373239871,0.80745744,0.686078823,0.904997673,1.136799543,0.742818344,0.944744994
E30000261,Sheffield,0.411137352,0.09428988,1.274008757,0.627421034,0.710817193,0.92707438,1.030994534,0.825586724,0.815579071,0.827888848,0.779941804,0.760672495,0.771904566,0.765067443,1.184583333,1.357393043,1.225036234,1.017362006,0.960612681
E30000262,Shrewsbury,2.74264512,1.385082113,0.890349071,0.059545573,1.903383695,1.25985849,1.13492821,0.879619457,1.210031028,0.466870287,0.291558856,1.260262075,0.901952084,0.609782179,1.371174317,0.876065021,1.351751327,0.795348652,1.086881751
E30000263,Sidmouth,3.204065394,null,0.872113447,null,0.371664342,1.46867389,1.382626554,0.411130987,2.421538886,0.357828253,0.127597863,0.83500803,0.662785134,0.33255576,0.125875151,0.832043544,1.134394711,1.354840923,2.412020492
E30000264,Skegness and Louth,3.648710264,null,1.160777394,0.337462412,2.69157664,0.84740136,1.329859521,0.510089026,2.453786937,0.234509455,0.189055166,0.804031007,0.454989051,0.686675738,0.588856689,0.974648045,0.831990143,1.92797014,1.284892343
E30000266,Slough and Heathrow,0.189286938,0.648513266,0.513716546,0.768033543,1.119273891,0.977003439,0.990779745,2.517159698,1.00765589,1.845628113,0.436764945,0.75833016,0.948065652,1.137302718,0.632405678,0.952071813,0.74433931,0.98734367,0.97532847
E30000267,Southampton,1.247096669,0.726870521,0.8743002,0.899470428,0.9545406,1.005474451,1.111365054,1.2132673,0.937963513,0.965167292,0.965638473,0.694557483,0.935093774,0.840458771,0.839592581,1.038612888,1.157368836,1.002924311,0.98525232
E30000268,Southend,0.486670973,0.024355294,0.878904559,0.224164743,1.007991822,1.405284066,1.069883724,1.132809566,0.893779444,0.674916634,0.887236714,0.861846462,0.981482805,0.992892994,0.783033039,1.079614178,1.065464929,1.117405105,0.945740276
E30000270,St Austell and Newquay,2.703383303,13.23151533,0.880075129,0.727577553,1.347131193,1.369815738,1.289836307,0.693934383,2.420251885,0.283003343,0.195716158,1.202873681,0.542951817,0.717653017,0.622028499,0.832160703,0.910576175,1.094916383,0.948748116
E30000271,Stafford,2.592709474,1.346593913,1.509800778,0.056122076,1.078612355,1.021556259,1.004612678,1.817122046,1.092506439,0.545988498,0.278234923,0.892251735,0.583325767,0.635320988,1.806780595,0.848867985,1.083837967,0.812940324,1.051207081
E30000272,Stevenage and Welwyn Garden City,0.404514817,0.540475754,0.97352696,0.277398373,1.843619969,1.116092662,1.155932587,0.596074058,0.71656136,1.222830819,0.49953409,0.770292275,1.576362968,0.846492318,0.710013532,0.985501539,0.977070433,0.774653184,1.385008289
E30000273,Stoke-on-Trent,0.697946765,1.331776541,1.644928188,0.381888894,1.072903295,0.980312549,1.085987076,1.539574023,0.873497201,0.617768758,0.445180873,0.605191051,0.505882015,0.795978236,0.623095418,1.003867856,1.231036819,1.678405123,0.856728265
E30000274,Street and Wells,3.851685629,17.45336724,1.015509048,0.484509343,2.304893656,1.261334923,1.18877277,1.314739332,1.337054312,0.419207899,0.275714224,1.081238177,1.076518285,0.509050229,0.421575592,1.399147159,0.680030531,1.067298851,1.188520015
E30000275,Sunderland,0.396832022,0.162974063,2.004156782,7.446315341,0.84434332,1.006146365,0.937142767,1.068009209,0.839761114,0.333719594,1.043553956,0.652551718,0.381045949,0.911621339,1.43947028,0.989734009,1.046368728,0.78959953,0.709630603
E30000276,Swindon,2.494228648,1.22794756,0.936752908,0.629319361,1.904269535,1.037441131,1.163697699,1.182406053,0.995689079,0.771072199,2.090209595,0.970118446,1.007294156,1.120530569,0.425673309,0.860569431,0.697674356,0.93081961,0.991800013
E30000277,Taunton,2.658474284,null,0.810185717,0.752945357,0.932095645,1.107163768,1.088466371,0.376739496,0.933807804,0.414553193,0.73155339,0.817786705,0.958681272,0.621949384,1.210820499,1.024569985,1.870807599,0.70080185,0.725080329
E30000278,Telford,1.026646676,1.14195422,2.114635241,0.419124046,1.685058749,0.778011057,1.117389605,0.928300262,0.916799179,0.923209015,0.693065149,1.01518038,0.588392547,0.974976634,1.173416694,0.950549263,0.753779148,0.862068401,0.843320964
E30000279,Torquay and Paignton,3.224837489,null,0.615687273,0.411751559,0.699823997,0.921190118,1.172293635,0.529693338,1.95435202,0.271504128,0.344628228,1.116789476,0.631078859,0.640108294,0.874715602,1.004435384,1.645423654,1.161349128,0.867032625
E30000280,Trowbridge,1.363126761,1.994999837,1.489070263,1.014939808,1.109621079,1.252939877,1.055998921,0.592152908,1.135966125,0.709565987,0.284664677,1.241981802,1.241013253,0.744919343,1.283200446,0.950989235,0.905510557,0.73885721,0.597428944
E30000281,Tunbridge Wells,2.874218677,0.432675505,0.73544189,0.164873799,0.980114752,1.464334858,1.241016739,0.495097858,1.032563177,0.994616533,1.395739963,0.944535041,1.097523497,0.692831526,0.304167778,1.202793576,1.008532762,0.765796771,1.337273932
E30000282,Wadebridge,6.235192467,7.617642177,0.816659405,0.713124803,0.268875393,3.013859701,1.44680475,0.234710918,2.923805337,0.406057389,0.223506866,0.716243906,0.504262556,0.531617513,0.043937998,0.515073329,0.511005986,1.680784734,0.950841144
E30000283,Wakefield and Castleford,0.361664818,0.902916208,1.544819766,1.267626486,1.098038342,1.145481341,1.086987367,2.169078241,0.691697259,0.346285801,0.271968113,1.011066094,0.520253189,0.939628016,1.435814695,0.841816126,1.092715222,0.61014464,0.8151692
E30000284,Warrington and Wigan,0.186981303,1.22200494,1.148478507,0.617062151,1.439770254,1.162652144,1.097418361,1.545095458,0.779547078,0.488752206,0.306477294,0.683029357,1.167984683,1.285095555,1.017854645,0.715235636,0.952584122,0.901176281,0.923320495
E30000285,Weston-super-Mare,1.914728136,1.081062607,1.0801782,0.274706634,1.871597416,1.070972897,0.99242658,1.046724545,1.313770958,0.563151778,0.37538365,1.228899072,0.817169016,1.295000988,0.627729093,0.960679268,1.084812795,1.0159925,0.751608805
E30000286,Whitehaven,0.473967892,1.531731692,4.08908135,0.107164797,1.295238295,1.470161064,0.568478602,0.491629014,0.78945808,0.143751328,0.123710084,0.266260491,0.824670158,0.704249976,1.504996663,0.611088622,0.912363417,0.72777244,0.639855239
E30000287,Wisbech,7.63615566,null,1.973703458,0.227480752,1.609870475,1.143832396,1.105588212,1.561322468,0.569755366,0.245221916,0.261838969,0.538020302,0.397018511,1.730738479,0.917579373,1.042624888,0.750596957,0.47335703,0.821328032
E30000288,Wolverhampton and Walsall,0.649480993,0.423192662,1.596650773,0.29308666,1.935484027,1.102739532,1.189201165,1.370731318,0.842716401,0.363064633,0.710289491,0.915641553,0.463586671,0.933361284,0.892158875,1.038862307,1.082789228,0.893112992,0.847164755
E30000289,Worcester and Kidderminster,0.702301751,0.355533958,1.408378914,0.463862029,1.410629069,0.90389506,1.025511179,1.154393532,1.178523623,0.626538897,0.339595099,1.61420393,0.632705975,0.836657492,0.954609254,1.013414714,1.113769615,1.219003695,1.136475494
E30000290,Workington,2.048230216,4.029322924,1.411844075,0.504139605,1.17307855,1.30630975,1.255112784,0.775835383,1.604536505,0.215375887,0.244143013,0.820116141,0.576057468,0.816337766,1.186504173,0.947271022,0.875822297,1.128098356,1.093583105
E30000291,Worksop and Retford,1.909287329,0.568463655,2.205092237,2.578379935,0.57264726,1.001521859,1.091576356,1.486446163,0.728929429,0.380522036,0.385835305,0.407536483,0.788254159,0.648412497,0.924046198,0.880590359,1.059652144,0.811308211,1.090673927
E30000292,Worthing,0.934602568,null,1.059936891,0.667176596,2.459336698,0.777507409,1.112996748,0.345836444,0.925224985,0.602218507,0.99032927,0.800377415,0.690870578,0.651519573,0.898579855,1.008842944,1.827531046,0.933244823,1.042659364
E30000293,Yeovil,2.045546119,1.527636436,2.154986853,0.500690876,0.868539995,1.192843188,1.169390186,0.510979963,1.000690748,0.429254073,0.213759435,1.575189461,0.780139141,0.744087551,0.535323453,1.012811107,1.026694451,0.804586527,0.988145122
E30000294,York,1.212601408,0.237472501,1.11751926,1.678702581,0.5106012,1.046785689,0.97262857,1.192044675,1.111756596,0.683517549,0.72391121,1.330416618,0.888967606,0.84701929,1.199342705,1.159636379,0.928538084,0.959467267,1.166547248
K01000005,Cinderford and Ross-on-Wye,4.45145246,1.492245191,1.669906122,0.192499758,1.146591752,1.343229684,1.103823543,0.695357721,1.363760173,0.443793775,0.461507448,0.993329575,0.782462014,0.725768349,0.48583756,1.06881385,0.953106605,0.958629177,1.313853679
K01000009,Berwick,8.757739362,1.791862903,1.21781764,4.593641354,1.10767166,1.467052175,1.438375079,0.6653582,2.350743194,0.153747917,0.162586297,1.117242868,0.549953889,0.409291472,0.384353294,0.645301842,0.904474717,1.240898639,0.826164969
K01000010,Carlisle,1.048928351,1.402741188,1.397902555,0.373106238,0.804375284,1.133428417,1.223345136,1.685017132,1.033061617,0.283497706,0.430256155,0.770149771,0.706236085,0.730402642,1.089844373,0.644822987,1.277114663,0.825527329,0.804920028
K01000011,Chester,1.057871984,1.582199294,1.936062611,0.376831682,1.566928291,0.831969249,1.071504173,0.677727071,1.016584365,0.468806614,1.437799228,0.776950365,0.966653699,0.999457187,0.933027866,0.754550888,0.811064446,1.221966038,0.676139514
K01000013,Newport,0.84954612,0.732124383,1.570362271,1.404591344,1.330354594,0.806742869,1.077604061,1.152310747,0.96923786,0.442430516,0.910586286,0.911843419,0.587996466,0.735261328,1.897050844,0.848501881,1.141217842,0.775967083,0.8613763
K01000014,Oswestry,10.01209303,null,1.697759755,0.336344909,0.664390531,1.563325019,1.111684949,0.945337377,1.37335623,0.509947929,0.445371788,0.916750476,0.360457846,0.472559209,0.21511243,1.335281464,1.178271942,0.889203191,0.846602515
W22000003,Bridgend,0.93198944,0.842171185,1.841404818,1.20131182,1.190727095,1.233236399,1.073903051,0.675016573,0.999969343,0.779510727,0.260353648,0.750705282,0.412053834,0.765273441,3.372544298,0.949128901,0.683505212,0.749063529,0.580839739
W22000009,Haverfordwest and Milford Haven,7.647423414,7.526885944,0.469845148,1.497823783,0.727943864,1.200126114,1.15959794,0.737444,2.090950391,0.31636142,0.249489311,0.5431765,0.475862559,0.46447403,1.825882959,0.916111022,1.46403208,1.099965534,0.699009452
W22000011,Llandrindod Wells and Builth Wells,19.87198599,null,1.125094838,0.124478209,1.213796753,0.956249443,0.952700298,0.852023585,1.491017318,0.301515127,0.272764627,0.437052219,0.39528105,0.204017265,4.491145156,0.683692482,1.172204619,0.93108983,1.038548299
W22000015,Newtown and Welshpool,7.230300983,null,2.373260989,0.467642727,0.740254912,1.079816135,1.332456552,0.835417501,1.136201708,0.427762502,0.270066093,0.87900032,0.778346342,0.398947966,0.684980097,0.928310849,0.872510366,0.669605525,0.921812569
W22000016,Pembroke and Tenby,7.368149083,null,1.221615725,null,0.2928255,1.077700718,1.141337124,0.599163897,3.482430714,0.14275116,0.136343642,0.532421552,0.364490473,0.433061302,0.865514299,0.796189473,0.786165731,2.191997328,0.625508173
W22000021,Aberystwyth,14.20362615,1.799367986,0.347756937,0.684093313,0.602198139,1.107812255,1.161051269,0.708472999,1.920627872,0.252030997,0.208507952,0.774465023,0.456037517,0.242634946,2.296689121,1.631326172,1.195015135,1.018907125,0.959531892
W22000022,Bangor and Holyhead,2.418850324,4.312103717,0.895525679,0.850438436,2.537182181,1.061004884,0.934948248,0.607784211,1.720186743,0.504623908,0.394235411,0.844607021,0.369235812,0.303789821,1.650729761,1.533830035,1.509182752,1.091333509,0.554641107
W22000023,Brecon,11.60185097,null,0.622631109,1.578287822,0.37558584,0.670769755,1.030567952,0.322340488,2.411280115,0.305843135,0.188470637,0.527944353,1.270854055,0.702403656,1.473770777,1.083102571,0.9272457,1.670754153,0.564826123
W22000024,Cardiff,0.389878106,0.479671075,1.011468917,2.695617634,1.84632369,0.953795539,0.922095798,0.53779093,1.003882875,0.679356721,1.268211845,0.774213868,0.76348329,0.872070532,1.819248654,1.144035269,1.202690326,0.880128666,0.896809602
W22000025,Cardigan,23.8543155,6.530764311,0.810203542,0.497119747,0.711867299,1.240982717,1.318522004,1.275331796,2.535227687,0.286924919,0.204023231,0.807663066,0.585562049,0.534445659,0.418701646,0.990585869,0.762167382,0.640013922,0.770621977
W22000026,Colwyn Bay,3.830312241,null,0.285788697,1.298317304,0.374593639,1.157107054,1.138096691,0.478122059,2.603122319,0.335895058,0.474927269,0.514520352,0.500010929,0.938427402,1.09670039,1.02975863,1.314628165,0.927047596,0.714808145
W22000028,Llanelli,4.597609592,1.54541163,1.422616463,0.744525521,0.907665072,1.237818242,1.148075664,0.679686127,1.207567993,0.29012927,0.306578347,0.389648126,0.450328966,0.519166826,1.567718399,1.038623542,1.573132881,0.758968128,0.704714585
W22000029,Merthyr Tydfil,1.370557145,9.038574833,1.857664891,0.238032657,1.322893567,1.120596716,1.095228084,0.522151443,0.963864254,0.568736265,0.289040818,0.725670869,0.33861802,0.586979895,1.321905656,1.064847252,1.547001685,0.858485585,0.593062222
W22000030,Pwllheli and Porthmadog,10.73334038,5.119343936,0.636009072,0.998497653,1.317299319,1.189806369,1.315947803,0.469391331,3.510423456,0.182958959,0.184635515,0.458433671,0.286838307,0.275781054,1.241913069,0.80741867,0.860457262,1.815072605,0.686924802
W22000031,Rhyl,3.406788817,3.118475255,1.285703885,0.732229552,1.396211509,1.337979177,1.042837787,0.643991399,1.63633575,0.305695966,0.270492046,0.808905656,0.466018496,0.560843778,1.131215103,0.8522814,1.667659995,0.63635234,0.709052556
W22000032,Swansea,1.192428319,2.042059375,1.135865332,0.67661409,1.513739562,0.896951795,0.99873304,0.712374639,1.074332164,0.49263175,1.006926138,0.716981766,0.404553575,0.84328084,2.426795884,1.123043685,1.308821772,0.775066461,0.639305405
W22000033,Tywyn and Dolgellau,14.58279046,2.926041381,0.884243273,0.652809195,3.284104372,1.335813553,0.863972474,0.255763036,3.634442881,0.125657589,0.174759376,0.723183999,0.369401834,0.177649114,1.29876619,1.204201047,0.921611308,1.07103281,0.742314081
W22000034,Wrexham,2.090720486,0.788098242,2.370995599,1.536324823,2.320249033,0.783918323,0.964877659,0.622041544,0.828983523,0.409186618,0.207942312,0.357023109,0.374566498,0.86705017,1.349359507,0.934540628,1.483824089,0.720413817,0.867780524
